Filename,Model,Brier Score,Sen,Spe,Acc,Pre,MCC
3zcb_aligned_filled.csv,NsitePred,0.06960469191919193,0.0,0.972972972972973,0.9090909090909091,0.0,-0.04266700508664742
2py7_aligned_filled.csv,NsitePred,0.022788457407407408,0.3157894736842105,1.0,0.975925925925926,1.0,0.5550691082753221
1mb9_aligned_filled.csv,NsitePred,0.003534037037037037,0.9444444444444444,1.0,0.9980506822612085,1.0,0.970845158910856
1j09_chainA_500GLU Removed.csv,NsitePred,0.004943472222222222,0.8571428571428571,1.0,0.9957264957264957,1.0,0.9237875614266607
6ksh_aligned_filled.csv,NsitePred,0.01659656614785992,0.4375,0.9979919678714859,0.980544747081712,0.875,0.6109906442169684
3f5m_aligned_filled.csv,NsitePred,0.004170137577002054,0.8235294117647058,1.0,0.9938398357289527,1.0,0.9046027751578484
3amt_aligned_filled.csv,NsitePred,0.04763448636363636,0.0,0.9976076555023924,0.9477272727272728,0.0,-0.010949415576853559
3dnt_aligned_filled.csv,NsitePred,0.019722104545454543,0.5,1.0,0.975,1.0,0.6979824404521128
6aaz_aligned_filled.csv,NsitePred,0.017555967153284672,0.5384615384615384,1.0,0.9781021897810219,1.0,0.7255076010423791
3wdl_aligned_filled.csv,NsitePred,0.06146732183908046,0.0,1.0,0.9310344827586207,0.0,0.0
2aqx_aligned_filled.csv,NsitePred,0.01241642214532872,0.6666666666666666,0.996309963099631,0.9757785467128027,0.9230769230769231,0.7730238625339325
7nsd_aligned_filled.csv,NsitePred,0.10164815656565657,0.0,1.0,0.8838383838383839,0.0,0.0
